aX,aY,aZ,gX,gY,gZ
-0.428,-2.786,1.838,113.403,77.209,149.597
-0.388,-3.219,1.988,175.232,25.757,169.067
-0.185,-3.389,1.998,209.778,-59.631,145.203
-0.060,-3.302,1.981,220.520,-159.180,81.238
0.661,-2.871,1.901,212.708,-243.896,-0.061
1.370,-2.515,2.135,172.119,-310.791,-88.135
2.727,-2.417,2.386,110.840,-350.891,-168.091
3.224,-2.568,2.693,50.720,-314.758,-223.389
2.455,-2.535,2.459,-10.193,-176.147,-215.088
0.943,-2.253,1.968,-67.200,38.818,-126.526
0.415,-1.920,1.213,-90.942,268.433,-30.640
0.089,-1.767,0.778,-58.533,399.658,26.428
-0.311,-1.791,0.696,5.737,429.199,44.739
-0.405,-1.807,0.711,64.514,393.799,40.466
-0.520,-1.767,0.876,99.426,311.096,42.419
-0.586,-1.623,0.952,100.708,204.407,55.786
-0.562,-1.527,1.002,74.341,97.412,73.792
-0.536,-1.404,1.020,34.180,6.409,97.107
-0.533,-1.229,1.045,-9.155,-58.777,121.216
-0.425,-1.228,1.011,-45.593,-111.572,152.039
-0.383,-1.253,1.048,-79.224,-143.188,168.884
-0.366,-1.186,1.029,-103.394,-138.428,182.678
-0.283,-1.116,1.022,-112.732,-112.732,192.200
-0.236,-1.065,0.967,-109.924,-84.106,190.613
-0.161,-1.059,0.896,-97.168,-56.335,176.270
-0.077,-1.087,0.801,-76.660,-37.659,155.090
-0.065,-1.071,0.730,-52.979,-19.592,128.296
-0.091,-1.037,0.730,-26.245,6.226,99.365
-0.011,-0.998,0.786,-0.305,39.185,71.838
0.134,-0.979,0.857,18.311,70.496,49.194
0.269,-0.917,0.917,27.039,97.534,36.560
0.341,-0.951,0.937,31.677,109.009,32.959
-0.331,-1.721,1.072,-17.700,55.725,12.939
-0.119,-1.861,1.252,-17.334,69.092,28.748
-0.029,-1.927,1.413,-5.188,85.571,23.071
-0.120,-1.996,1.453,15.686,100.342,-6.104
-0.323,-2.084,1.490,43.213,116.394,-48.706
-0.505,-2.236,1.486,76.721,121.460,-86.853
-0.734,-2.438,1.453,110.352,114.502,-111.084
-0.964,-2.634,1.400,135.925,99.426,-115.295
-0.859,-2.828,1.367,151.611,67.322,-107.666
-0.670,-3.091,1.346,151.672,1.892,-126.587
-0.094,-3.258,1.519,140.564,-87.524,-154.541
0.571,-3.423,1.749,125.427,-175.903,-185.913
1.340,-3.441,1.914,99.060,-259.583,-197.021
2.809,-3.286,2.173,48.950,-328.064,-170.593
2.898,-2.537,2.305,2.258,-358.398,-108.154
1.992,-2.041,2.143,-31.189,-313.599,-36.804
1.098,-1.948,1.741,-60.669,-175.964,20.935
0.274,-2.017,1.264,-68.726,10.864,67.200
-0.167,-2.104,1.122,-49.316,157.043,92.407
-0.285,-2.209,0.998,-8.545,241.333,100.220
-0.375,-2.272,0.992,36.926,258.728,96.924
-0.601,-2.174,1.047,72.937,243.835,98.999
-0.785,-2.057,1.145,89.172,209.839,103.027
-0.721,-1.916,1.168,85.999,162.537,103.149
-0.638,-1.725,1.097,71.594,104.431,100.830
-0.575,-1.611,1.023,53.223,37.231,101.990
-0.483,-1.528,0.970,29.724,-26.489,108.643
-0.392,-1.497,0.924,-0.061,-74.707,124.268
-0.295,-1.470,0.909,-36.377,-94.360,142.883
-0.243,-1.460,0.914,-70.374,-100.952,166.199
-0.170,-1.506,0.913,-94.849,-100.037,180.969
-0.098,-1.545,0.868,-110.046,-89.417,181.946
-0.026,-1.519,0.859,-118.225,-62.744,172.302
0.066,-1.440,0.853,-121.277,-24.902,158.508
0.130,-1.334,0.761,-118.164,15.442,143.494
0.160,-1.258,0.760,-109.009,50.293,126.221
0.200,-1.042,0.635,-91.919,84.900,109.619
0.221,-0.930,0.599,-61.829,116.943,89.478
0.236,-0.747,0.603,-31.799,124.451,74.341
0.285,-0.643,0.470,-7.324,122.192,62.866
0.293,-0.586,0.499,9.033,104.065,54.626
0.325,-0.574,0.437,19.348,74.402,50.964
0.389,-0.491,0.391,19.836,44.556,50.354
0.475,-0.366,0.316,14.648,18.616,49.927
0.489,-0.259,0.253,9.766,-0.610,49.866
0.518,-0.192,0.169,6.836,-13.245,50.598
0.557,-0.162,0.081,2.075,-19.409,51.270
0.570,-0.120,-0.004,-5.371,-20.569,52.246
0.601,-0.038,-0.097,-12.756,-21.301,56.152
0.597,0.062,-0.154,-15.015,-21.851,61.890
0.541,0.252,-0.217,-12.634,-21.729,63.843
0.432,0.437,-0.266,-6.409,-19.409,59.998
0.314,0.734,-0.363,1.465,-13.123,51.758
0.119,1.042,-0.421,16.479,-3.357,43.335
-0.132,1.446,-0.499,44.922,19.043,35.767
-0.568,1.799,-0.486,85.693,64.026,27.405
-0.797,2.120,-0.559,131.409,129.333,14.587
-0.949,2.165,-0.594,151.672,166.443,-8.423
-0.948,1.953,-0.600,143.921,168.945,-44.739
-0.792,1.492,-0.649,102.783,131.226,-85.632
-0.558,1.019,-0.661,36.621,63.660,-116.699
-0.301,0.624,-0.627,-33.020,-14.160,-124.939
-0.130,0.354,-0.504,-89.661,-88.013,-108.032
0.021,0.189,-0.398,-124.451,-148.376,-77.698
0.153,0.096,-0.282,-143.921,-189.941,-46.997
0.283,0.104,-0.180,-153.198,-212.097,-21.301
0.381,0.185,-0.073,-151.428,-215.271,-1.465
0.461,0.302,0.011,-136.536,-201.599,13.794
0.351,0.427,0.078,-110.168,-176.514,20.142
0.378,0.521,0.068,-80.505,-135.620,-9.216
0.324,0.532,0.203,-46.570,-73.303,-53.711
0.332,0.499,0.175,-6.409,-40.771,-83.862
0.239,0.490,0.186,28.015,-26.062,-111.755
0.187,0.482,0.178,49.133,-24.536,-125.488
0.166,0.484,0.246,52.856,-31.006,-127.014
0.044,0.342,0.089,42.358,-44.189,-121.094
-0.037,0.214,0.123,17.883,-29.968,-122.314
-0.072,0.135,0.324,-8.240,-23.071,-114.929
-0.154,-0.140,0.358,-28.320,-39.795,-96.802
-0.269,-0.351,0.485,-47.546,-51.697,-74.646
-0.386,-0.574,0.643,-67.383,-52.612,-52.612
-0.489,-0.902,0.875,-81.482,-45.837,-30.945
-0.466,-1.186,1.012,-90.149,-42.847,-10.559
-0.314,-1.391,0.996,-98.022,-43.213,1.404
-0.108,-1.551,1.088,-102.051,-37.170,0.488
0.190,-1.708,1.208,-102.295,-24.963,-0.488
0.353,-1.698,1.284,-99.243,3.296,0.854
0.110,-1.776,1.351,-83.069,34.790,-24.414
-0.254,-1.935,1.408,-40.466,70.923,-43.091
-0.638,-2.125,1.421,11.169,113.159,-48.096
-0.960,-2.288,1.314,76.538,161.011,-24.475
-0.790,-2.492,1.558,137.085,189.880,-22.461
-0.849,-2.752,1.620,195.557,130.737,-58.716
-0.744,-2.841,1.865,230.652,51.453,-113.403
-0.301,-2.698,2.005,229.126,-28.809,-170.715
0.208,-2.617,2.131,193.359,-103.333,-223.267
0.875,-2.518,2.352,135.620,-156.555,-251.831
1.539,-2.494,2.392,79.102,-173.523,-237.366
1.799,-2.463,2.275,41.077,-155.884,-217.102
1.665,-2.444,1.819,18.738,-87.463,-150.146
1.344,-2.415,1.490,-8.057,3.967,-70.129
0.894,-2.370,1.388,-21.912,74.158,5.798
0.476,-2.308,1.413,-17.334,112.732,65.491
0.127,-2.260,1.399,-2.625,123.535,103.394
-0.135,-2.231,1.396,12.512,116.760,122.559
-0.322,-2.162,1.429,20.508,104.675,131.165
-0.480,-2.045,1.457,19.165,94.543,131.409
-0.478,-1.883,1.436,14.832,85.510,127.869
-0.474,-1.703,1.376,7.446,75.684,127.686
-0.450,-1.602,1.328,-2.441,69.885,133.545
-0.355,-1.559,1.260,-13.550,65.247,142.334
-0.223,-1.507,1.156,-23.499,59.204,150.696
-0.099,-1.437,1.079,-28.809,53.101,155.396
0.005,-1.401,1.037,-26.917,52.307,154.358
0.102,-1.391,0.958,-18.738,57.007,147.766
0.183,-1.372,0.837,-10.376,67.688,136.475
0.275,-1.273,0.759,-2.380,79.041,126.282
0.289,-1.126,0.678,9.705,84.412,118.530
0.313,-1.003,0.624,25.085,87.036,109.863
-0.814,1.952,-0.497,140.625,128.052,10.010
-0.789,1.867,-0.466,132.019,122.681,-15.015
-0.644,1.602,-0.453,97.107,91.553,-42.725
-0.403,1.216,-0.464,44.495,43.701,-62.622
-0.221,0.852,-0.458,-10.010,-8.057,-67.139
-0.077,0.576,-0.428,-53.101,-56.152,-56.519
0.041,0.374,-0.349,-83.191,-96.863,-38.940
0.166,0.273,-0.235,-103.638,-130.615,-24.170
0.288,0.253,-0.135,-113.281,-156.067,-14.160
0.352,0.299,-0.069,-111.450,-170.349,-9.644
0.388,0.379,-0.028,-100.464,-169.617,-9.827
0.385,0.462,0.014,-84.412,-156.921,-16.235
0.320,0.511,0.030,-66.162,-137.817,-30.151
0.231,0.530,0.019,-46.936,-115.662,-49.255
0.152,0.502,-0.013,-30.029,-93.933,-68.909
0.078,0.463,-0.041,-18.921,-76.660,-86.975
0.000,0.425,-0.061,-13.367,-64.270,-102.417
-0.130,0.382,-0.052,-10.559,-54.932,-114.380
-0.269,0.308,-0.038,-9.583,-47.241,-123.657
-0.368,0.189,-0.024,-12.085,-44.250,-131.348
-0.508,-0.008,0.023,-19.226,-51.025,-138.062
-0.575,-0.250,0.055,-28.625,-67.810,-141.541
-0.557,-0.531,0.136,-39.856,-92.957,-136.292
-0.542,-0.739,0.284,-49.438,-123.535,-120.239
-0.475,-0.907,0.377,-49.377,-150.208,-96.558
-0.300,-1.055,0.623,-45.105,-155.334,-68.665
-0.065,-1.160,0.830,-43.030,-130.554,-43.274
0.032,-1.200,0.996,-44.250,-84.717,-28.625
0.125,-1.426,1.150,-42.236,-24.536,-20.447
0.179,-1.706,1.268,-34.119,44.434,-15.686
0.213,-2.084,1.354,-10.986,118.042,-18.372
0.267,-2.333,1.340,30.334,195.679,-36.011
0.389,-2.575,1.308,81.787,262.390,-76.965
0.423,-2.726,1.360,119.690,299.438,-143.127
0.315,-2.751,1.307,146.606,299.011,-205.505
0.486,-2.769,1.514,166.504,267.883,-228.394
0.579,-2.896,1.637,192.871,190.308,-209.045
0.678,-2.944,1.958,189.575,105.347,-150.818
0.856,-2.893,2.074,134.277,12.390,-82.703
0.749,-2.733,2.050,70.129,-91.003,-17.456
0.787,-2.541,1.984,0.916,-178.101,35.095
0.812,-2.443,1.858,-68.909,-228.577,67.261
0.816,-2.405,1.654,-117.310,-246.155,77.454
0.617,-2.340,1.329,-127.014,-227.966,62.866
0.304,-2.353,0.970,-125.549,-168.396,28.809
0.311,-2.295,0.751,-123.901,-51.208,3.418
0.339,-2.201,0.608,-97.351,59.265,-6.165
0.362,-2.109,0.604,-37.903,128.296,4.700
0.323,-2.096,0.700,37.781,157.288,34.363
0.233,-2.103,0.810,108.887,153.748,70.007
0.079,-2.096,1.049,160.828,130.920,103.333
-0.098,-2.043,1.338,185.120,100.037,130.188
-0.228,-1.900,1.539,179.871,66.772,144.104
-0.307,-1.641,1.650,152.222,34.912,142.700
-0.303,-1.373,1.616,111.694,4.761,134.827
-0.212,-1.197,1.491,71.960,-28.625,129.822
-0.130,-1.132,1.305,37.048,-63.477,130.493
-0.048,-1.120,1.090,4.639,-89.966,135.315
0.043,-1.164,0.892,-24.048,-105.347,141.724
0.085,-1.180,0.734,-45.349,-102.234,154.480
0.069,-1.232,0.629,-57.068,-72.815,173.279
0.008,-1.218,0.444,-68.420,-23.804,192.871
0.154,-1.097,0.606,-76.416,26.367,206.299
0.423,-0.866,0.745,-52.124,44.312,205.017
0.384,-0.780,0.605,10.132,15.503,180.908
0.307,-0.707,0.592,53.040,-13.794,150.146
0.277,-0.618,0.561,78.369,-36.011,119.629
0.279,-0.511,0.532,87.952,-52.063,91.614
0.333,-0.400,0.508,86.426,-65.979,70.618
0.416,-0.357,0.461,81.055,-74.890,59.021
0.512,-0.321,0.462,69.153,-76.599,54.810
0.595,-0.292,0.466,56.946,-75.867,54.626
0.678,-0.287,0.385,42.725,-75.439,57.739
0.748,-0.238,0.383,30.212,-75.195,61.768
0.740,-0.209,0.324,13.245,-75.684,60.669
0.788,-0.158,0.228,-4.578,-78.674,57.129
0.855,-0.063,0.125,-22.766,-80.322,52.246
0.858,0.097,0.091,-33.508,-79.468,47.607
0.767,0.184,0.049,-30.518,-72.205,45.593
0.655,0.320,-0.015,-18.066,-57.678,42.542
0.557,0.399,-0.068,-3.052,-37.537,32.837
0.403,0.651,-0.118,15.198,-7.141,23.987
0.176,0.890,-0.118,44.250,31.311,14.221
-0.179,1.178,-0.175,80.383,78.308,1.465
-0.506,1.440,-0.182,119.568,130.249,-15.747
-0.746,1.654,-0.331,152.893,188.110,-32.593
-0.854,1.717,-0.407,156.921,222.900,-45.166
-0.845,1.619,-0.426,127.747,215.027,-57.922
-0.638,1.382,-0.441,65.491,157.349,-74.097
-0.375,1.105,-0.477,-13.000,70.129,-82.336
-0.261,0.871,-0.442,-83.313,-16.785,-69.824
-0.114,0.619,-0.325,-133.423,-84.229,-45.654
-0.046,0.456,-0.243,-166.138,-131.714,-26.611
0.041,0.374,-0.165,-184.814,-162.292,-15.076
0.138,0.336,-0.082,-189.941,-176.819,-8.911
0.209,0.331,-0.018,-183.167,-178.955,-5.432
0.291,0.355,0.005,-166.504,-172.180,-5.737
0.331,0.386,0.022,-142.883,-162.109,-9.888
0.345,0.424,0.020,-115.845,-149.475,-16.602
0.298,0.461,0.018,-87.891,-132.629,-28.809
0.266,0.477,0.000,-61.218,-110.291,-47.485
0.242,0.467,-0.032,-38.147,-83.130,-69.641
0.206,0.440,-0.044,-20.020,-54.260,-90.271
0.146,0.429,-0.045,-6.409,-29.907,-106.384
0.065,0.411,-0.020,4.272,-11.169,-116.638
-0.050,0.379,0.014,13.245,2.869,-123.291
-0.169,0.302,0.047,20.813,13.550,-127.502
-0.232,0.199,0.100,23.804,21.179,-130.249
-0.264,0.093,0.163,21.790,25.696,-130.981
-0.304,0.006,0.256,16.418,29.846,-129.456
-0.349,-0.090,0.345,7.812,37.842,-126.770
-0.373,-0.315,0.477,-5.127,55.664,-122.742
-0.315,-0.583,0.593,-25.635,76.355,-111.206
-0.117,-0.997,0.778,-54.565,97.412,-85.693
0.220,-1.310,0.992,-86.670,124.756,-40.222
0.320,-1.603,1.234,-106.445,150.269,17.273
0.193,-1.901,1.436,-100.647,164.429,83.130
-0.228,-2.093,1.599,-82.153,167.847,137.146
-0.421,-2.428,1.713,-53.101,163.025,170.044
-0.907,-3.093,1.725,29.663,74.036,115.051
-0.598,-3.271,1.876,67.566,8.362,45.776
0.212,-3.467,1.978,96.191,-71.411,-50.293
1.212,-3.530,2.187,111.694,-166.565,-146.423
2.480,-3.412,2.477,146.484,-263.000,-208.435
3.950,-3.335,2.307,192.932,-345.520,-228.088
4.000,-3.366,2.541,186.035,-391.907,-200.623
4.000,-2.954,2.698,134.705,-336.670,-105.530
2.630,-2.295,2.464,68.054,-196.350,23.743
1.309,-1.854,2.011,16.174,19.104,131.104
0.701,-1.853,1.728,-6.836,186.707,182.983
0.210,-2.030,1.619,-10.376,230.652,181.702
-0.026,-2.086,1.585,-7.751,202.271,157.532
-0.164,-2.047,1.517,-7.751,150.635,130.066
-0.171,-1.877,1.401,-14.954,96.191,108.948
-0.294,-1.583,1.370,-25.818,51.208,102.722
-0.229,-1.520,1.201,-29.236,-15.625,128.967
-0.308,-1.499,1.091,-27.283,-99.976,144.470
-0.358,-1.479,1.000,-30.212,-141.418,140.686
-0.329,-1.489,0.872,-27.710,-140.015,126.648
-0.201,-1.441,0.977,-20.447,-101.196,101.013
0.099,-1.412,0.995,-4.028,-54.443,78.918
0.265,-1.303,0.949,17.639,-25.879,69.031
0.260,-1.234,0.924,34.241,-10.742,57.617
0.256,-1.244,0.898,45.349,6.531,45.349
0.271,-1.264,0.832,49.622,32.104,40.344
0.279,-1.266,0.746,43.945,61.218,42.969
0.449,-1.136,0.636,31.433,75.256,49.988
0.526,-1.045,0.500,25.635,69.092,46.143
0.483,-0.932,0.366,25.879,52.307,38.086
0.373,-0.813,0.263,27.405,49.133,39.001
0.362,-0.691,0.237,23.315,67.627,48.462
0.529,-0.449,0.301,20.752,85.938,56.458
0.551,-0.299,0.216,30.273,73.608,60.486
0.489,-0.124,0.226,39.307,44.800,62.622
0.414,-0.028,0.187,43.884,22.888,61.035
0.394,0.036,0.133,43.701,16.235,55.237
0.427,0.069,0.068,38.452,18.127,47.302
0.480,0.124,0.021,29.602,21.301,39.001
0.468,0.207,-0.007,22.034,17.456,33.142
0.397,0.315,-0.028,18.738,12.146,28.198
0.311,0.424,-0.050,19.104,18.127,24.048
0.212,0.516,-0.067,23.193,35.339,21.973
0.113,0.615,-0.079,29.724,58.472,20.935
0.025,0.655,-0.099,37.109,80.078,19.287
-0.018,0.691,-0.119,46.021,100.342,15.259
-0.042,0.743,-0.131,54.321,112.610,11.353
-0.078,0.841,-0.123,60.730,113.342,9.216
-0.146,0.927,-0.097,65.674,106.323,9.094
-0.211,1.005,-0.067,66.711,96.375,7.507
-0.249,1.056,-0.041,59.570,83.740,5.310
-0.247,1.043,-0.021,43.579,66.406,2.075
-0.192,0.976,-0.017,20.752,45.166,-1.099
-0.108,0.881,-0.025,-5.737,22.644,-3.418
-0.060,0.797,-0.027,-31.006,-0.183,-4.761
-0.013,0.714,-0.027,-51.819,-22.644,-6.714
0.036,0.604,-0.036,-68.604,-43.518,-10.925
0.112,0.493,-0.033,-83.618,-61.218,-15.930
0.176,0.410,-0.035,-96.802,-78.430,-19.775
0.236,0.361,-0.038,-105.896,-93.140,-21.057
0.272,0.359,-0.044,-108.948,-104.004,-20.508
0.302,0.390,-0.044,-106.018,-110.901,-19.104
0.279,0.455,-0.027,-98.267,-112.915,-20.020
0.234,0.518,-0.006,-87.341,-109.619,-26.855
0.155,0.569,0.010,-75.378,-101.807,-40.649
0.036,0.582,0.056,-65.674,-90.210,-59.631
-0.061,0.538,0.080,-59.937,-77.271,-78.247
-0.151,0.464,0.100,-57.617,-68.420,-93.689
-0.239,0.367,0.145,-55.908,-66.223,-104.065
-0.317,0.248,0.190,-51.331,-67.627,-110.229
-0.379,0.111,0.223,-44.250,-69.336,-115.112
-0.434,-0.040,0.247,-35.583,-68.359,-121.521
-0.433,-0.198,0.248,-25.818,-63.049,-126.770
-0.443,-0.395,0.260,-17.944,-53.528,-131.287
-0.367,-0.620,0.330,-12.451,-35.889,-132.202
-0.257,-0.877,0.453,-8.728,-14.465,-128.540
-0.301,-1.083,0.658,-6.836,14.587,-119.019
-0.088,-1.508,0.880,-5.554,34.424,-93.628
-0.084,-1.874,0.963,-8.728,9.888,-67.810
0.030,-2.113,0.990,-13.855,-13.245,-20.386
0.063,-2.227,1.037,-22.583,-18.066,30.640
-0.049,-2.319,1.273,-22.949,-10.742,68.665
-0.156,-2.494,1.536,-5.310,-3.967,90.576
-0.209,-2.725,1.728,27.710,-9.888,102.417
-0.203,-2.913,1.848,65.491,-32.959,103.699
-0.101,-3.059,1.983,95.947,-67.017,84.473
0.210,-3.099,2.127,113.647,-100.464,33.386
0.686,-3.009,2.180,122.925,-126.038,-45.654
1.430,-2.856,2.093,133.606,-100.037,-135.071
2.235,-2.780,2.000,120.361,-70.007,-212.036
2.714,-2.685,1.887,83.496,-75.806,-237.366
2.785,-2.549,1.604,60.181,-73.303,-197.144
2.463,-2.470,1.498,33.508,-45.471,-116.028
1.935,-2.264,1.441,6.958,2.808,-12.878
1.315,-2.174,1.391,-3.174,54.016,73.975
0.804,-2.113,1.462,-9.216,98.267,121.704
0.395,-2.102,1.489,-8.118,127.563,136.963
0.169,-2.100,1.518,-4.639,142.761,132.141
-0.012,-2.003,1.509,-8.545,136.414,115.479
-0.193,-1.837,1.439,-19.470,111.267,96.924
-0.271,-1.702,1.280,-32.593,74.829,84.534
-0.546,-1.586,1.018,-44.495,38.696,81.604
-0.151,-1.530,0.990,-59.631,35.400,94.177
-0.055,-1.566,0.921,-74.097,1.404,98.389
0.139,-1.733,0.868,-79.285,-42.358,108.398
0.428,-1.731,0.802,-86.243,-50.659,121.826
0.541,-1.550,0.822,-87.830,-34.180,137.878
0.464,-1.296,0.882,-70.007,-6.470,147.766
0.363,-1.146,0.814,-31.677,28.870,146.362
0.318,-1.054,0.705,0.916,71.167,135.742
0.319,-0.945,0.567,17.944,105.347,120.850
0.317,-0.821,0.470,22.827,123.596,102.112
0.322,-0.709,0.342,24.658,125.549,82.520
0.281,-0.593,0.235,29.236,119.568,65.918
0.261,-0.502,0.160,37.903,109.253,52.917
0.311,-0.385,0.074,46.814,97.229,43.579
0.326,-0.270,0.029,52.063,85.022,36.621
0.353,-0.155,0.019,52.979,71.045,31.921
0.392,-0.044,0.032,50.842,57.495,30.762
-0.605,-1.899,1.416,56.152,17.822,1.953
-0.629,-2.305,1.500,48.462,60.791,34.790
-0.599,-2.713,1.528,33.691,85.876,58.105
-0.648,-3.090,1.546,21.484,84.595,66.406
-0.427,-3.479,1.657,22.034,62.195,60.852
0.033,-3.737,1.752,25.879,18.005,32.410
0.708,-3.695,1.776,34.363,-48.950,-25.574
1.520,-3.747,1.954,60.242,-136.475,-100.403
2.141,-3.444,1.934,103.699,-213.013,-157.959
2.764,-3.207,1.591,133.118,-241.699,-181.946
2.780,-2.979,1.574,114.319,-207.520,-180.725
2.497,-2.682,1.463,87.524,-110.046,-141.663
1.683,-2.363,1.285,70.007,2.563,-75.623
1.047,-2.131,1.023,69.763,101.440,-10.193
0.565,-2.042,0.943,68.848,171.265,34.851
0.236,-2.004,0.941,63.721,200.317,53.894
0.134,-1.930,1.102,60.364,202.820,55.542
0.020,-1.972,1.054,54.626,128.113,69.275
-0.205,-1.949,1.018,49.377,41.016,83.069
-0.196,-1.904,1.017,29.053,0.671,94.116
-0.216,-1.833,1.015,8.972,-22.522,96.802
-0.232,-1.762,0.981,-7.812,-33.142,93.262
-0.188,-1.693,0.949,-22.461,-34.973,92.163
-0.112,-1.645,0.907,-36.804,-30.762,94.849
0.024,-1.574,0.818,-45.898,-22.278,101.746
0.090,-1.462,0.741,-47.058,-15.320,107.544
0.103,-1.387,0.674,-37.964,-19.104,104.492
0.090,-1.368,0.582,-21.973,-25.635,93.750
0.130,-1.343,0.496,-7.690,-20.813,82.764
0.191,-1.294,0.450,2.380,-6.836,76.599
0.154,-1.228,0.406,9.094,18.433,76.904
0.394,-0.988,0.428,10.559,44.617,76.660
0.447,-0.856,0.376,23.254,35.950,65.857
0.398,-0.745,0.341,41.199,12.085,56.152
0.366,-0.649,0.325,47.974,1.282,55.359
0.405,-0.529,0.294,45.044,6.226,60.486
0.427,-0.430,0.276,37.842,5.371,64.026
0.471,-0.358,0.267,28.809,-7.507,62.988
0.519,-0.278,0.249,18.677,-24.780,57.922
0.533,-0.204,0.221,7.019,-42.664,48.645
0.558,-0.101,0.133,-3.357,-57.739,37.537
0.559,-0.042,0.081,-11.108,-62.622,27.100
0.556,-0.006,0.039,-18.860,-62.256,16.235
0.567,0.028,-0.014,-26.978,-59.814,5.798
0.584,0.089,-0.042,-31.982,-55.237,-0.977
0.568,0.144,-0.052,-30.579,-51.453,-2.869
0.548,0.197,-0.056,-23.865,-47.974,-2.136
0.522,0.259,-0.042,-15.137,-41.382,-1.221
0.499,0.328,-0.026,-6.470,-29.968,-2.197
0.447,0.401,-0.005,3.540,-13.306,-3.662
0.365,0.485,0.017,15.198,6.592,-6.042
0.264,0.539,0.041,28.625,29.846,-11.108
0.198,0.652,0.119,40.833,57.373,-18.982
0.076,0.732,0.116,55.420,86.548,-28.748
0.023,0.676,0.051,59.326,108.704,-33.997
0.040,0.662,0.025,39.673,119.751,-32.898
