aX,aY,aZ,gX,gY,gZ
-0.339,-1.185,0.668,10.498,19.348,105.042
-0.316,-1.266,0.660,3.113,0.244,102.600
-0.290,-1.309,0.613,-9.216,-8.606,93.018
-0.186,-1.363,0.653,-15.076,-19.165,85.632
-0.132,-1.432,0.581,-17.212,-23.437,78.552
-0.055,-1.479,0.520,-16.724,-23.560,75.256
0.051,-1.484,0.478,-18.860,-19.836,77.026
0.075,-1.457,0.481,-22.705,-12.085,78.003
0.042,-1.401,0.482,-18.982,-2.075,77.820
0.039,-1.294,0.425,-7.629,11.414,74.890
0.037,-1.210,0.314,5.005,21.790,67.383
0.094,-1.169,0.237,9.827,27.893,55.481
0.093,-1.094,0.182,4.761,30.518,44.983
0.175,-0.982,0.114,-6.653,35.034,35.950
0.274,-0.905,0.136,-17.395,30.029,27.405
0.372,-0.857,0.139,-22.705,7.202,19.653
0.465,-0.810,0.149,-24.597,-23.987,16.418
0.552,-0.745,0.089,-30.029,-50.232,20.264
0.620,-0.689,0.154,-36.316,-73.608,28.870
0.662,-0.619,0.172,-43.152,-96.863,38.818
0.710,-0.533,0.145,-49.866,-112.427,46.814
0.676,-0.444,0.112,-57.617,-120.239,50.598
0.680,-0.306,0.132,-67.322,-123.779,48.096
0.713,-0.224,0.093,-71.716,-123.230,39.246
0.697,-0.177,0.050,-73.242,-121.887,28.748
0.735,-0.147,0.023,-73.608,-119.934,17.456
0.793,-0.102,-0.022,-75.439,-113.708,6.592
0.768,-0.067,-0.016,-74.341,-110.046,-1.343
0.771,0.007,-0.023,-72.998,-105.530,-5.859
0.757,0.107,-0.038,-68.542,-102.356,-7.935
0.768,0.238,-0.024,-59.814,-97.961,-7.446
0.704,0.352,-0.026,-44.495,-87.585,-5.066
0.625,0.362,0.018,-22.217,-66.467,-2.136
0.485,0.418,0.029,-4.517,-36.987,-3.723
0.461,0.446,0.020,7.263,-8.606,-11.353
0.453,0.521,0.033,15.198,13.977,-21.545
0.381,0.577,0.036,24.170,32.898,-30.273
0.331,0.602,0.013,32.104,46.875,-34.363
0.214,0.613,-0.020,30.701,55.420,-34.912
0.165,0.573,-0.096,16.541,52.856,-29.175
0.274,0.586,-0.059,-6.836,40.710,-18.921
0.263,0.614,0.013,-23.926,22.339,-13.977
0.230,0.599,0.019,-29.236,1.770,-13.611
0.191,0.601,-0.005,-33.630,-18.372,-13.977
0.176,0.607,-0.025,-42.114,-37.842,-10.193
0.243,0.580,0.021,-53.406,-57.556,-2.869
0.328,0.569,0.038,-62.744,-75.256,5.920
0.408,0.535,0.050,-66.528,-86.304,11.658
0.490,0.517,0.024,-65.491,-87.219,12.024
0.516,0.499,-0.016,-61.035,-77.942,7.935
0.512,0.496,-0.059,-53.711,-60.364,0.732
0.433,0.503,-0.080,-45.105,-39.673,-5.920
0.287,0.501,-0.109,-35.217,-19.531,-11.902
0.137,0.490,-0.124,-23.743,0.427,-18.005
-0.028,0.433,-0.117,-11.719,17.883,-24.780
-0.174,0.266,-0.085,-0.122,29.907,-31.860
-0.247,0.023,-0.049,7.874,33.936,-39.612
-0.171,-0.216,0.009,6.958,26.855,-46.082
-0.017,-0.443,0.131,0.244,11.047,-48.340
0.145,-0.608,0.304,-5.371,-2.502,-41.931
0.218,-0.605,0.463,-6.714,2.930,-25.330
0.782,-0.727,0.735,8.179,8.057,0.488
0.574,-0.890,0.863,44.800,-13.428,8.179
0.303,-1.121,0.930,79.041,5.920,41.565
-0.128,-1.343,0.980,95.215,71.167,85.693
-0.587,-1.655,0.990,97.229,157.593,125.549
-0.762,-2.054,0.967,91.919,234.558,149.292
-0.656,-2.345,1.032,79.468,275.757,140.015
-0.478,-2.494,1.063,66.589,252.441,93.750
-0.200,-2.538,1.119,50.720,182.495,17.822
0.011,-2.698,1.201,35.828,104.492,-76.782
0.402,-2.830,1.490,31.555,60.242,-177.307
0.872,-3.203,1.480,48.096,60.608,-276.489
1.536,-3.676,1.444,69.458,77.942,-346.802
2.284,-4.000,1.171,91.797,92.834,-364.502
2.578,-4.000,0.507,108.704,96.802,-311.890
2.402,-3.613,0.320,93.689,52.612,-202.209
2.092,-3.125,0.503,97.534,-27.466,-74.951
1.515,-2.727,0.520,122.681,-84.595,39.063
1.061,-2.393,0.549,106.445,-96.924,114.624
0.554,-2.191,0.540,71.045,-110.657,158.569
0.225,-2.046,0.619,36.438,-100.891,189.270
0.051,-1.964,0.652,12.756,-75.745,204.163
-0.056,-1.832,0.753,-0.488,-65.674,205.322
-0.063,-1.758,0.729,-6.470,-50.964,196.045
-0.010,-1.671,0.744,-9.460,-39.124,178.711
-0.050,-1.581,0.837,-13.000,-41.016,152.466
-0.074,-1.533,0.919,-13.062,-46.448,124.451
-0.058,-1.541,0.892,-14.343,-37.170,96.375
0.032,-1.549,0.894,-16.541,-22.278,80.688
0.133,-1.512,0.834,-12.573,-7.080,77.026
0.087,-1.406,0.783,-2.136,5.554,79.285
0.055,-1.302,0.698,12.329,22.461,80.566
0.057,-1.226,0.592,23.376,42.358,76.721
0.006,-1.947,0.908,-38.330,50.171,32.288
0.058,-2.050,0.997,-25.818,76.904,23.865
0.214,-2.170,1.145,-8.484,78.857,23.071
0.334,-2.247,1.295,12.756,62.256,28.931
0.333,-2.342,1.386,38.940,47.119,35.095
0.343,-2.474,1.567,60.669,56.030,33.752
0.446,-2.596,1.634,78.308,89.966,17.944
0.734,-2.694,1.655,89.050,136.475,-16.785
1.092,-2.758,1.551,82.214,166.504,-74.829
1.625,-2.759,1.479,61.279,159.058,-144.775
1.982,-2.735,1.275,43.091,117.493,-200.256
2.142,-2.578,1.003,26.367,69.031,-212.646
2.184,-2.434,0.792,12.939,31.799,-178.223
2.019,-2.264,0.686,3.906,20.996,-119.629
1.634,-2.046,0.589,-4.944,23.132,-57.068
1.200,-1.904,0.497,-2.991,36.255,1.831
0.920,-1.821,0.390,9.338,62.378,50.720
0.768,-1.889,0.342,26.184,77.637,86.243
0.625,-1.960,0.441,39.612,73.486,105.713
0.567,-2.066,0.476,51.636,60.974,117.676
0.548,-2.137,0.529,56.213,41.748,124.084
0.493,-2.146,0.648,59.814,14.648,125.793
0.423,-2.112,0.777,66.895,-12.756,125.671
0.357,-2.036,0.831,74.951,-40.161,124.023
0.244,-1.904,0.759,82.458,-66.223,122.559
0.182,-1.711,0.719,83.252,-84.961,127.319
0.110,-1.509,0.728,80.383,-102.844,134.827
0.005,-1.341,0.708,77.881,-113.159,138.794
-0.032,-1.232,0.644,74.158,-111.755,139.709
-0.035,-1.139,0.586,62.927,-95.886,133.484
-0.021,-1.042,0.539,48.401,-74.280,123.901
0.032,-0.962,0.496,32.715,-47.363,111.511
0.106,-0.906,0.448,18.982,-13.123,97.900
0.132,-0.876,0.345,6.287,25.513,84.717
0.219,-0.854,0.291,-6.592,58.899,70.923
0.368,-0.807,0.265,-16.113,72.754,56.030
0.439,-0.771,0.248,-17.334,66.528,39.063
0.478,-0.693,0.206,-12.756,46.387,21.484
0.517,-0.690,0.168,-9.888,20.508,5.676
0.620,-0.659,0.134,-15.137,-4.333,-3.906
0.743,-0.628,0.107,-23.560,-31.677,-7.446
0.858,-0.566,0.143,-34.424,-64.697,-8.362
0.926,-0.464,0.104,-40.771,-94.910,-7.263
0.926,-0.353,0.059,-43.762,-115.540,-4.700
0.943,-0.230,0.045,-48.950,-121.765,0.671
0.975,-0.104,0.025,-53.528,-120.178,8.728
0.950,0.009,0.011,-55.115,-118.469,13.733
0.930,0.122,-0.002,-53.040,-118.469,12.573
0.824,0.209,-0.006,-44.373,-118.347,5.066
0.769,0.291,-0.039,-30.945,-114.441,-8.240
0.766,0.375,-0.028,-15.320,-100.830,-25.574
0.750,0.427,0.039,4.395,-77.209,-40.466
0.743,0.532,0.008,22.827,-41.138,-44.067
0.575,0.670,0.000,43.884,5.615,-42.236
0.405,0.745,0.014,64.758,54.565,-42.236
0.323,0.820,-0.039,81.543,99.976,-43.396
0.198,0.861,-0.096,93.872,142.151,-41.504
0.088,0.840,-0.128,99.304,178.772,-37.354
0.025,0.870,-0.176,92.346,199.890,-33.081
-0.059,0.873,-0.244,75.378,206.543,-24.597
-0.085,0.867,-0.285,45.715,193.909,-14.587
-0.089,0.856,-0.308,11.108,162.964,-3.967
-0.052,0.815,-0.301,-23.010,118.408,8.118
-0.015,0.764,-0.280,-54.810,64.880,20.142
0.013,0.717,-0.250,-79.529,9.705,29.358
0.033,0.671,-0.217,-94.604,-38.330,35.156
0.072,0.644,-0.195,-100.586,-76.538,37.109
0.106,0.604,-0.161,-100.220,-102.722,35.400
0.146,0.540,-0.128,-96.191,-122.620,30.762
0.200,0.461,-0.111,-90.759,-137.024,23.865
0.272,0.359,-0.104,-85.754,-145.264,15.503
0.362,0.285,-0.102,-80.078,-148.682,7.385
0.477,0.220,-0.103,-72.083,-148.132,1.831
0.526,0.194,-0.084,-60.181,-141.479,-1.709
0.519,0.183,-0.064,-43.030,-127.014,-3.906
0.448,0.177,-0.027,-21.790,-103.210,-3.723
0.324,0.148,0.004,-0.305,-70.862,-2.441
0.141,0.093,0.034,18.738,-34.851,-2.136
-0.066,0.017,0.048,33.264,0.061,-4.517
-0.234,-0.107,0.061,42.480,33.447,-12.146
-0.351,-0.325,0.088,46.021,59.509,-27.588
-0.356,-0.591,0.123,41.809,73.914,-49.255
-0.463,-0.743,0.115,28.503,79.224,-71.411
0.114,-1.159,0.405,9.766,79.895,-78.918
0.246,-1.275,0.562,-8.301,23.560,-94.482
0.213,-1.410,0.687,-12.634,-34.485,-90.881
0.285,-1.499,0.836,-13.123,-59.937,-55.420
0.202,-1.578,0.984,-17.029,-59.509,-9.155
0.032,-1.707,1.042,-21.973,-41.687,38.940
-0.142,-1.868,1.139,-29.297,-9.216,72.083
-0.094,-2.143,1.367,-30.273,27.344,80.933
0.134,-2.479,1.597,-20.020,52.612,62.317
0.381,-2.656,1.886,0.122,56.152,16.785
0.745,-2.843,2.105,28.564,30.823,-39.612
1.219,-2.890,2.160,53.589,-6.226,-104.736
1.727,-3.038,2.052,64.941,-39.307,-177.490
2.177,-3.134,1.804,61.829,-51.819,-235.901
2.523,-3.155,1.480,51.086,-32.898,-260.071
2.514,-3.042,1.288,22.583,22.766,-249.756
2.116,-2.725,1.006,-14.465,98.999,-213.013
1.442,-2.357,0.667,-36.011,169.434,-168.213
0.979,-2.148,0.329,-26.672,242.432,-125.610
0.610,-1.973,0.151,4.883,295.654,-87.769
0.338,-2.039,0.026,48.035,318.359,-47.913
0.320,-2.134,0.071,80.750,317.627,-16.663
0.183,-2.223,0.143,104.919,279.541,0.000
0.058,-2.252,0.171,126.160,223.816,16.541
0.003,-2.192,0.250,139.526,165.283,48.035
-0.053,-2.083,0.357,140.930,108.337,94.604
0.220,-1.737,0.581,133.484,50.598,136.353
0.272,-1.776,0.724,136.169,-25.513,148.071
0.195,-1.720,0.832,139.099,-108.582,147.583
0.208,-1.552,0.848,121.399,-170.898,150.818
0.278,-1.474,0.839,93.079,-205.811,150.146
0.350,-1.477,0.823,63.049,-215.881,147.522
0.428,-1.409,0.735,37.476,-203.430,144.531
0.497,-1.342,0.650,17.944,-168.701,134.827
0.508,-1.287,0.587,7.385,-119.385,122.742
0.537,-1.275,0.414,3.418,-64.636,113.098
0.678,-2.089,0.457,-77.087,134.583,-30.823
0.601,-2.041,0.490,-85.632,88.379,-41.321
0.472,-2.008,0.628,-84.839,33.203,-38.086
0.332,-2.058,0.731,-71.533,-12.024,-27.466
0.168,-2.133,0.869,-51.880,-42.908,-20.203
0.049,-2.209,0.974,-26.672,-50.232,-22.766
-0.035,-2.268,1.068,-0.610,-39.673,-37.781
-0.098,-2.322,1.170,24.109,-20.325,-64.148
-0.006,-2.375,1.249,45.349,-4.578,-96.436
0.148,-2.486,1.400,69.092,7.446,-131.165
0.510,-2.628,1.599,92.773,15.747,-155.396
0.920,-2.767,1.720,113.159,24.536,-166.748
1.249,-2.720,1.731,122.498,34.485,-161.987
1.503,-2.544,1.667,117.249,40.588,-142.090
1.577,-2.276,1.530,99.060,43.945,-110.474
1.586,-2.095,1.350,65.186,44.800,-64.636
1.439,-1.939,1.298,24.292,44.312,-11.841
1.189,-1.887,1.190,1.648,48.706,36.682
0.910,-1.825,1.084,-12.634,59.326,77.820
0.662,-1.828,1.010,-20.020,70.740,107.300
0.475,-1.872,0.970,-21.973,77.637,128.052
0.359,-1.951,0.968,-20.813,75.623,142.334
0.200,-2.004,0.982,-15.686,64.697,151.550
0.081,-2.017,0.979,-8.118,52.063,155.396
0.003,-1.951,0.973,-1.526,39.490,156.006
-0.027,-1.875,0.965,1.465,22.827,154.419
-0.036,-1.815,0.952,1.038,3.662,153.748
-0.002,-1.747,0.922,-1.526,-13.916,153.259
0.042,-1.637,0.874,-2.747,-28.870,151.001
0.073,-1.538,0.836,0.183,-40.222,147.827
0.104,-1.445,0.777,3.662,-48.218,141.846
0.097,-1.350,0.709,5.859,-50.415,131.165
0.104,-1.266,0.651,9.277,-44.128,117.554
0.152,-1.145,0.602,12.756,-29.053,102.661
0.201,-1.017,0.525,17.334,-13.306,90.393
0.272,-0.910,0.475,20.020,5.188,79.651
0.379,-0.805,0.409,19.836,25.574,72.144
0.440,-0.704,0.346,18.250,39.856,65.369
0.538,-0.592,0.322,19.348,47.241,58.594
0.631,-0.521,0.302,24.780,41.809,49.133
0.669,-0.440,0.292,30.945,30.518,38.757
0.673,-0.328,0.264,34.241,19.165,30.701
0.667,-0.195,0.205,33.691,8.057,26.733
0.648,-0.105,0.171,29.297,-2.319,24.963
0.664,-0.062,0.145,20.996,-13.000,22.766
0.717,-0.032,0.091,7.324,-25.818,19.287
0.776,0.007,0.029,-6.348,-39.307,15.503
0.817,0.066,-0.000,-18.066,-52.734,12.329
0.850,0.119,-0.033,-23.376,-61.584,10.071
0.848,0.200,-0.076,-22.522,-64.575,8.057
0.803,0.263,-0.091,-13.916,-62.256,5.798
0.773,0.312,-0.118,-1.831,-51.880,3.357
0.669,0.343,-0.084,10.498,-37.354,-0.854
0.550,0.432,-0.147,19.897,-25.696,-5.493
0.518,0.540,-0.184,29.175,-16.724,-9.583
0.365,0.613,-0.263,44.556,-8.911,-14.954
0.220,0.646,-0.251,60.730,2.197,-19.165
0.160,0.674,-0.305,64.087,27.100,-16.968
0.104,0.741,-0.368,59.204,51.697,-13.916
0.055,0.779,-0.411,49.438,62.073,-9.399
0.018,0.799,-0.396,35.767,55.359,-3.845
-0.024,0.833,-0.386,18.799,37.354,2.319
-0.045,0.848,-0.349,-0.305,14.465,7.812
-0.036,0.863,-0.314,-21.851,-10.620,8.972
-0.017,0.843,-0.291,-43.213,-35.828,6.775
0.026,0.818,-0.232,-63.232,-60.120,2.563
0.059,0.776,-0.201,-82.764,-83.435,-4.639
0.088,0.714,-0.193,-96.497,-104.553,-12.451
0.151,0.635,-0.187,-104.126,-123.108,-19.348
0.193,0.585,-0.176,-106.018,-136.047,-22.766
0.189,0.621,-0.172,-101.074,-145.142,-24.292
0.127,0.640,-0.138,-90.393,-148.743,-27.710
0.083,0.662,-0.106,-79.773,-147.339,-40.344
0.036,0.652,-0.094,-70.496,-143.616,-63.110
-0.026,0.577,-0.085,-64.636,-137.695,-87.952
-0.109,0.489,-0.089,-63.965,-131.775,-110.779
-0.145,0.397,-0.094,-67.017,-126.709,-124.695
-0.183,0.278,-0.093,-70.313,-125.916,-126.404
-0.233,0.148,-0.070,-68.909,-127.808,-117.432
-0.251,-0.005,-0.027,-63.049,-129.456,-103.821
-0.261,-0.182,0.049,-53.955,-128.052,-90.210
-0.249,-0.378,0.179,-41.931,-121.277,-77.637
-0.199,-0.524,0.309,-29.114,-104.492,-64.697
0.018,-0.746,0.604,-19.714,-75.134,-49.622
0.260,-0.773,0.804,-13.672,-54.749,-42.297
0.344,-0.901,0.952,1.709,-37.354,-36.255
0.228,-1.021,1.176,22.278,1.221,-25.452
0.467,-1.250,1.365,44.861,51.025,-5.310
0.244,-1.406,1.379,61.462,76.172,1.038
0.023,-1.539,1.411,75.500,120.605,13.672
-0.163,-1.711,1.446,90.088,179.871,30.334
-0.363,-1.923,1.463,105.713,237.000,47.668
-0.548,-2.303,1.680,128.784,282.104,67.444
-0.453,-2.699,1.777,161.743,297.363,85.449
-0.279,-2.986,1.776,193.176,268.372,81.665
-0.075,-3.156,1.730,204.285,197.876,42.603
0.325,-3.100,1.704,191.467,114.014,-33.325
0.915,-3.076,1.734,169.739,33.997,-141.296
1.678,-3.011,1.498,139.221,-31.494,-240.295
2.259,-2.957,1.142,91.187,-74.036,-308.289
2.458,-2.935,0.832,31.738,-92.163,-337.524
2.709,-2.754,0.843,-46.387,-98.938,-310.669
2.344,-2.448,0.850,-93.384,-74.219,-221.375
1.679,-2.124,0.680,-98.511,-25.757,-99.426
1.138,-1.797,0.474,-74.463,4.272,20.386
0.471,-1.829,0.626,-30.884,30.640,113.464
0.045,-1.955,0.817,-5.005,75.378,165.466
-0.147,-1.940,0.676,8.545,118.835,190.063
-0.131,-2.073,0.743,22.949,115.662,200.745
-0.099,-1.979,0.842,17.212,76.721,187.805
-0.073,-1.574,0.854,3.723,39.429,165.344
-0.152,-1.366,0.922,-14.587,26.855,128.723
-0.155,-1.184,0.949,-28.931,29.175,98.694
0.081,-1.155,0.665,-24.780,27.771,88.806
0.175,-1.180,0.790,0.610,-9.338,95.642
0.183,-1.185,0.827,10.559,-37.903,99.426
0.255,-1.176,0.813,10.376,-35.645,96.497
0.298,-1.164,0.810,10.986,-30.823,91.064
0.293,-1.153,0.781,13.245,-18.433,83.557
0.289,-1.917,0.649,-18.616,87.524,-7.935
0.269,-2.049,0.763,-14.282,103.699,7.324
0.108,-2.146,0.995,-0.854,126.709,16.724
-0.221,-2.266,1.124,31.738,146.667,21.362
-0.685,-2.391,1.310,76.904,157.410,12.756
-0.751,-2.458,1.521,110.474,148.743,-25.024
-0.499,-2.634,1.692,118.469,102.966,-92.224
-0.015,-2.878,1.755,97.168,24.231,-168.091
0.456,-3.314,1.693,61.768,-57.617,-225.403
1.200,-3.853,1.790,33.386,-114.746,-241.760
2.455,-3.770,1.776,6.104,-129.395,-203.918
2.472,-3.531,1.597,-29.846,-110.107,-129.395
2.013,-3.259,1.415,-84.778,-65.735,-42.419
1.227,-3.007,1.107,-146.545,-15.137,23.437
0.592,-2.688,1.026,-183.044,60.608,38.635
0.210,-2.366,0.943,-166.992,142.944,17.517
0.051,-2.207,0.863,-108.215,194.946,-7.507
-0.025,-2.044,0.788,-39.734,206.177,-32.837
-0.161,-1.939,0.744,23.437,183.594,-46.753
-0.192,-1.859,0.839,85.388,130.615,-43.396
-0.109,-1.814,0.857,128.052,64.819,-19.958
0.049,-1.756,0.921,145.996,-11.597,22.766
0.122,-1.676,1.047,127.747,-92.529,76.233
0.033,-1.598,1.212,76.111,-153.381,124.512
-0.101,-1.488,1.458,20.203,-179.016,165.527
0.024,-1.330,1.520,-28.015,-147.095,189.453
0.146,-1.248,1.112,-64.392,-72.571,185.486
0.069,-1.163,1.058,-75.684,-10.010,168.701
0.026,-1.065,0.948,-69.763,44.006,154.419
0.086,-0.909,0.766,-54.993,89.417,148.499
0.067,-0.665,0.664,-38.147,116.028,148.621
0.165,-0.516,0.555,-30.945,129.639,149.475
0.265,-0.429,0.598,-33.752,125.916,149.658
0.288,-0.229,0.474,-41.504,114.929,150.146
0.415,-0.123,0.412,-48.462,94.727,144.287
0.491,-0.094,0.395,-54.749,70.007,137.756
0.555,-0.078,0.382,-65.857,51.514,133.545
0.553,0.014,0.349,-80.261,41.748,133.545
0.570,0.129,0.373,-95.154,39.124,137.573
0.588,0.165,0.366,-107.422,32.288,133.972
0.611,0.141,0.428,-118.774,22.644,124.695
0.649,0.128,0.344,-127.380,19.531,117.615
0.662,0.160,0.373,-132.385,22.400,117.859
0.572,0.272,0.525,-130.859,36.560,120.422
0.570,0.279,0.342,-126.160,62.012,118.591
0.536,0.311,0.298,-133.057,72.388,112.915
0.504,0.347,0.292,-143.921,72.205,105.164
0.519,0.313,0.132,-153.503,69.641,96.313
0.502,0.325,0.114,-167.480,56.152,85.693
0.508,0.317,0.065,-181.580,39.612,72.998
0.533,0.286,0.076,-193.542,23.987,58.960
0.583,0.242,0.056,-203.003,11.536,46.753
0.584,0.180,-0.007,-208.801,3.052,37.659
0.574,0.156,0.018,-205.017,-7.324,31.433
0.570,0.172,0.098,-192.688,-15.808,26.184
0.576,0.237,0.176,-174.744,-15.747,20.020
0.556,0.244,0.222,-149.780,-7.812,13.184
0.553,0.288,0.240,-124.512,4.700,4.333
0.529,0.336,0.215,-104.187,17.273,-4.395
0.499,0.371,0.182,-95.154,23.132,-13.489
0.471,0.387,0.109,-98.450,22.827,-20.630
0.434,0.318,0.036,-105.896,15.503,-27.893
0.462,0.193,-0.027,-112.732,1.526,-35.950
0.516,0.088,-0.115,-114.441,-16.357,-41.809
0.576,0.019,-0.171,-110.779,-40.588,-44.128
0.592,-0.062,-0.222,-99.426,-71.533,-43.640
0.614,-0.075,-0.211,-88.440,-101.746,-41.199
0.653,-0.125,-0.190,-85.632,-126.709,-38.269
0.703,-0.122,-0.122,-80.261,-141.479,-31.372
0.680,-0.217,-0.157,-60.486,-147.766,-21.240
0.569,-0.272,-0.171,-31.311,-148.499,-10.193
0.418,-0.237,-0.187,-7.935,-144.958,-3.479
0.217,-0.167,-0.140,4.272,-145.630,-5.432
0.093,-0.166,-0.259,8.057,-151.550,-13.550
0.046,-0.090,-0.100,0.793,-155.273,-25.879
-0.003,-0.118,-0.048,-11.963,-162.354,-29.175
-0.030,-0.175,0.068,-22.461,-167.114,-20.813
-0.062,-0.266,0.220,-28.381,-169.617,-4.700
-0.171,-0.385,0.327,-36.621,-167.175,14.221
-0.261,-0.432,0.451,-51.331,-151.978,29.663
-0.355,-0.372,0.599,-68.054,-127.930,38.513
-0.450,-0.267,0.792,-82.947,-104.858,44.373
-0.525,-0.162,0.956,-99.792,-89.844,48.096
-0.532,0.326,1.216,-124.329,-89.294,49.377
-0.528,-0.422,1.443,-134.033,-121.643,67.383
-0.557,-0.502,1.254,-129.089,-184.265,58.105
-0.404,-0.416,1.115,-102.173,-233.521,31.921
-0.246,-0.418,1.097,-68.909,-256.958,24.841
-0.159,-0.399,1.181,-48.340,-254.211,33.447
-0.127,-0.429,1.215,-44.006,-231.628,50.415
-0.143,-0.510,1.209,-47.424,-199.585,69.580
-0.176,-0.585,1.148,-52.856,-169.495,86.243
-0.262,-0.483,1.091,-45.959,-155.212,93.201
-0.307,-0.455,0.968,-36.621,-156.738,93.628
-0.219,-0.352,1.100,-35.583,-170.044,95.764
-0.307,-0.371,1.043,-35.767,-191.772,106.262
-0.315,-0.211,1.163,-52.063,-198.914,112.976
-0.353,-0.183,1.273,-67.688,-192.139,121.460
-0.319,-0.234,1.345,-82.397,-164.368,123.962
-0.303,-0.257,1.320,-88.379,-116.089,115.967
-0.360,-0.129,1.305,-76.782,-57.678,101.013
-0.386,-0.022,1.149,-37.170,-11.597,82.703
-0.379,0.008,0.952,36.255,9.338,62.988
-0.376,0.053,0.841,147.583,2.563,42.297
-0.348,0.160,0.194,268.799,-37.354,27.710
-1.716,2.002,-0.403,597.290,-124.695,-3.784
-0.170,-1.324,4.000,696.838,46.448,5.432
0.255,-0.186,0.333,-77.820,294.617,70.251
0.281,-0.796,1.810,-38.330,310.059,43.274
0.004,-0.516,1.377,-20.935,265.076,30.151
-0.261,-0.298,0.185,-146.301,130.066,24.414
-0.168,1.066,3.110,-305.786,-16.785,45.715
0.007,0.421,1.404,-107.849,-15.991,20.630
0.124,-0.332,0.193,129.272,-5.981,-21.667
-0.015,0.383,1.533,-40.100,-68.970,16.174
-0.035,0.074,0.899,-4.761,-54.688,7.996
-0.049,0.030,0.840,27.832,-33.447,9.705
-0.210,0.070,0.913,10.803,-19.409,20.142
-0.272,0.036,0.945,16.663,-1.953,26.123
